Sale Date,Customer Key,Store Key,Product Category Key,Total Amount
2021-11-03 00:00:00,16,9,4,$34.15
2021-04-15 00:00:00,16,3,5,$98.05
2023-06-03 00:00:00,17,3,3,$5.74
2022-12-15 00:00:00,17,4,3,$79.83
2023-08-15 00:00:00,17,6,3,$6.87
2021-02-19 00:00:00,17,10,3,$53.96
2024-01-11 00:00:00,17,2,5,$46.16
2024-01-26 00:00:00,18,3,1,$8.09
2021-02-28 00:00:00,18,5,1,$85.6
2022-01-12 00:00:00,18,7,1,$94.76
2023-02-24 00:00:00,18,9,2,$47.18
2022-04-18 00:00:00,18,2,3,$68.99
2022-09-14 00:00:00,18,2,3,$86.63
2023-11-24 00:00:00,18,8,3,$5.01
2021-05-26 00:00:00,18,8,3,$53.13
2023-02-19 00:00:00,18,9,3,$29.76
2023-07-08 00:00:00,19,1,1,$65.25
2022-07-25 00:00:00,19,6,1,$39.57
2023-12-05 00:00:00,19,6,1,$79.11
2021-07-12 00:00:00,19,9,2,$51.15
2023-11-05 00:00:00,19,7,3,$17.95
2023-07-06 00:00:00,19,4,4,$21.77
2023-09-15 00:00:00,19,6,4,$13.13
2022-10-05 00:00:00,20,4,1,$6.51
2023-03-03 00:00:00,20,6,1,$10.64
2023-07-13 00:00:00,20,4,3,$33.1
2022-12-08 00:00:00,20,5,3,$46.35
2022-09-02 00:00:00,20,9,3,$65.4
2021-07-09 00:00:00,20,10,4,$4.43
2023-04-23 00:00:00,20,10,4,$12.47
2021-02-23 00:00:00,20,1,5,$52.7
2022-06-10 00:00:00,20,4,5,$34.6
2023-05-30 00:00:00,21,4,3,$59.85
2024-01-08 00:00:00,21,8,3,$35.03
2022-04-19 00:00:00,21,3,5,$47.97
2023-11-09 00:00:00,22,1,1,$19.6
2022-04-24 00:00:00,22,3,1,$32.86
2021-01-17 00:00:00,22,5,1,$69.68
2023-07-04 00:00:00,22,9,1,$76.25
2022-11-27 00:00:00,22,5,3,$46.05
2023-07-18 00:00:00,22,7,5,$21.82
2021-08-29 00:00:00,23,2,1,$52.54
2023-04-29 00:00:00,23,3,1,$1.85
2023-08-23 00:00:00,23,9,4,$98.99
2023-01-13 00:00:00,23,10,5,$10.53
2022-11-12 00:00:00,24,6,1,$93.85
2021-06-10 00:00:00,24,8,1,$12.16
2023-08-03 00:00:00,24,8,1,$98.14
2022-09-05 00:00:00,24,1,2,$71.57
2023-06-04 00:00:00,24,10,2,$10.99
2022-04-27 00:00:00,24,2,3,$51.39
2022-12-15 00:00:00,24,5,4,$5.73
2021-06-06 00:00:00,24,3,5,$52.61
2022-04-09 00:00:00,24,9,5,$5.34
2021-12-17 00:00:00,25,3,1,$1.94
2023-10-21 00:00:00,25,4,1,$62.34
2022-10-27 00:00:00,25,1,2,$33.75
2021-03-06 00:00:00,25,3,3,$65.93
2021-02-17 00:00:00,25,9,3,$60.71
2022-02-27 00:00:00,25,4,5,$34.73
2023-10-20 00:00:00,25,8,5,$92.18
2021-08-31 00:00:00,26,1,1,$88.66
2023-03-05 00:00:00,26,3,1,$97.25
2022-11-17 00:00:00,26,5,1,$69.04
2023-12-14 00:00:00,26,7,1,$80.84
2022-06-25 00:00:00,26,1,5,$6.54
2022-01-22 00:00:00,26,6,5,$33.9
2021-11-11 00:00:00,27,3,1,$54.2
2022-10-30 00:00:00,27,5,2,$45.97
2021-01-05 00:00:00,27,10,2,$9.89
2023-03-03 00:00:00,27,1,3,$29.17
2021-02-21 00:00:00,27,1,4,$64.99
2021-02-17 00:00:00,27,5,5,$18.51
2023-06-04 00:00:00,27,7,5,$48.24
2023-05-02 00:00:00,28,7,1,$9.25
2021-02-02 00:00:00,28,1,2,$84.61
2022-08-30 00:00:00,28,2,3,$60.29
2022-09-01 00:00:00,28,8,3,$36.76
2021-01-25 00:00:00,28,2,5,$38.49
2021-02-16 00:00:00,29,2,1,$4.04
2023-05-11 00:00:00,29,6,1,$43.64
2022-03-13 00:00:00,29,6,1,$47.09
2023-01-24 00:00:00,29,10,3,$72.53
2023-11-17 00:00:00,30,9,2,$58.53
2023-04-08 00:00:00,30,6,3,$35.87
2021-04-06 00:00:00,30,7,4,$12.45
2023-01-20 00:00:00,30,10,4,$1.68
2023-04-11 00:00:00,30,5,5,$2.66
2023-11-02 00:00:00,31,1,1,$15.94
2021-05-24 00:00:00,31,4,1,$77.56
2021-10-17 00:00:00,31,6,1,$74.4
2023-12-09 00:00:00,31,9,2,$38.39
2022-10-24 00:00:00,31,7,3,$60.48
2021-09-19 00:00:00,31,10,3,$56.89
2023-02-23 00:00:00,31,1,4,$99.33
2023-12-24 00:00:00,31,6,4,$37.77
2022-02-28 00:00:00,31,6,5,$61.96
2023-02-13 00:00:00,31,8,5,$82.72
2022-03-26 00:00:00,32,2,1,$71.3
2021-08-15 00:00:00,32,8,1,$23.04
2023-06-28 00:00:00,32,2,3,$38.09
2023-02-24 00:00:00,32,3,3,$21.41
2021-09-06 00:00:00,32,3,3,$80.05
2023-05-29 00:00:00,32,5,3,$32.01
2021-03-05 00:00:00,32,2,4,$93.26
2021-04-27 00:00:00,32,8,4,$61.67
2022-06-09 00:00:00,32,9,5,$17.1
2022-11-14 00:00:00,33,9,2,$8.64
2021-05-02 00:00:00,33,3,3,$78.88
2022-07-01 00:00:00,34,9,1,$57.15
2022-05-27 00:00:00,34,7,2,$28.85
2021-01-29 00:00:00,34,3,3,$89.21
2022-11-05 00:00:00,34,5,3,$72.52
2022-03-04 00:00:00,35,1,2,$57.27
2021-02-08 00:00:00,35,6,2,$19.29
2022-12-05 00:00:00,35,7,2,$89.88
2022-12-31 00:00:00,35,1,3,$91.31
2022-12-23 00:00:00,35,4,3,$94.49
2021-08-13 00:00:00,35,7,5,$39.69
2023-10-18 00:00:00,35,9,5,$17.75
2021-08-05 00:00:00,36,2,1,$43.32
2021-05-03 00:00:00,36,5,1,$47.62
2022-08-08 00:00:00,36,10,3,$76.89
2021-09-29 00:00:00,36,5,5,$53.72
2022-08-15 00:00:00,36,10,5,$25.71
2021-01-24 00:00:00,37,4,1,$45.41
2021-05-03 00:00:00,37,1,3,$17.29
2022-11-02 00:00:00,37,4,3,$34.79
2021-06-19 00:00:00,37,5,3,$43.51
2023-01-01 00:00:00,37,9,3,$74.92
2023-07-10 00:00:00,37,9,3,$91.58
2022-05-23 00:00:00,37,1,4,$40.53
2021-10-06 00:00:00,37,9,4,$36.77
2021-12-09 00:00:00,37,4,5,$71.09
2023-05-11 00:00:00,38,10,1,$58.06
2022-03-20 00:00:00,38,6,3,$19.06
2021-05-10 00:00:00,38,7,3,$87.25
2023-08-17 00:00:00,38,8,3,$47.08
2023-01-25 00:00:00,38,4,4,$85.85
2022-02-27 00:00:00,38,5,4,$98.81
2021-01-08 00:00:00,38,10,4,$92.29
2021-06-16 00:00:00,39,7,1,$25.41
2022-04-02 00:00:00,39,7,1,$92.71
2022-11-13 00:00:00,39,3,2,$87.95
2022-01-27 00:00:00,39,1,3,$25.13
2022-11-22 00:00:00,39,3,4,$34.73
2021-02-14 00:00:00,39,4,4,$21.76
2021-05-13 00:00:00,39,9,4,$9.91
2022-01-19 00:00:00,39,5,5,$45.71
2022-08-22 00:00:00,40,3,1,$31.7
2023-11-22 00:00:00,40,2,2,$61.94
2022-02-26 00:00:00,40,6,3,$25.13
2023-08-04 00:00:00,40,8,3,$28.44
2021-06-07 00:00:00,40,1,4,$63.71
2022-06-02 00:00:00,40,4,4,$70.29
2021-01-20 00:00:00,41,7,2,$76.29
2023-12-20 00:00:00,41,3,3,$75.87
2023-07-10 00:00:00,41,5,3,$6.72
2022-10-31 00:00:00,41,5,3,$63.55
2022-11-20 00:00:00,41,9,3,$42.93
2022-07-15 00:00:00,41,9,3,$44.65
2022-11-27 00:00:00,41,3,5,$59.12
2022-11-25 00:00:00,42,10,1,$99.27
2021-12-27 00:00:00,42,1,2,$1.91
2023-02-20 00:00:00,42,4,2,$91.29
2022-03-04 00:00:00,42,4,4,$8.87
2022-07-22 00:00:00,43,9,2,$93.56
2022-05-29 00:00:00,43,10,4,$47.07
2023-02-11 00:00:00,44,7,1,$79.03
2021-01-21 00:00:00,44,8,1,$97.7
2023-10-30 00:00:00,44,5,2,$55.34
2024-01-29 00:00:00,44,7,2,$18.64
2021-04-14 00:00:00,44,8,2,$79.76
2022-06-16 00:00:00,44,1,3,$89.19
2021-05-24 00:00:00,44,9,4,$81.89
2021-08-24 00:00:00,44,9,5,$96.68
2023-11-28 00:00:00,45,4,1,$72.57
2021-04-11 00:00:00,45,1,2,$95.43
2022-02-20 00:00:00,45,3,5,$89.16
2023-08-08 00:00:00,46,5,1,$6.07
2021-03-31 00:00:00,46,6,3,$37.02
2021-07-03 00:00:00,46,1,4,$2.79
2022-07-08 00:00:00,46,3,5,$87.32
2023-08-17 00:00:00,47,5,1,$72.89
2022-12-28 00:00:00,47,7,2,$27.66
2023-08-10 00:00:00,47,3,3,$72.8
2023-01-15 00:00:00,47,3,5,$56.53
2022-01-17 00:00:00,47,10,5,$21.46
2023-01-26 00:00:00,48,4,1,$6.67
2021-08-10 00:00:00,48,4,2,$38.06
2021-10-17 00:00:00,48,10,2,$75.42
2023-09-03 00:00:00,49,10,1,$26.09
2023-03-02 00:00:00,49,4,2,$13.11
2022-10-03 00:00:00,49,8,3,$2.6
2021-11-29 00:00:00,49,7,4,$5.56
2023-03-30 00:00:00,49,8,5,$92.77
2023-11-12 00:00:00,50,9,1,$78.63
2021-02-04 00:00:00,50,1,3,$81.69
2021-02-25 00:00:00,50,8,4,$63.31
2022-12-20 00:00:00,51,4,2,$19.89
2023-03-14 00:00:00,51,5,2,$81.47
2021-01-22 00:00:00,51,6,2,$71.81
2023-10-21 00:00:00,51,9,3,$23.25
2021-11-12 00:00:00,51,5,4,$16.15
2023-01-30 00:00:00,51,10,4,$79.46
2021-04-21 00:00:00,51,6,5,$57.97
2023-11-17 00:00:00,51,6,5,$99.52
2024-01-17 00:00:00,52,3,2,$22.75
2023-08-12 00:00:00,52,2,4,$92.56
2022-07-19 00:00:00,52,2,5,$20.81
2021-01-02 00:00:00,53,1,1,$61.48
2023-02-25 00:00:00,53,1,1,$64.07
2022-08-06 00:00:00,53,4,1,$40.13
2022-05-08 00:00:00,53,10,1,$43.33
2021-03-25 00:00:00,53,1,2,$90.93
2022-02-11 00:00:00,53,2,2,$71.32
2023-03-22 00:00:00,53,8,4,$88.37
2022-07-11 00:00:00,53,5,5,$39.87
2021-09-10 00:00:00,53,7,5,$34.16
2023-03-16 00:00:00,54,8,2,$13.94
2022-10-08 00:00:00,54,8,2,$38.84
2023-12-04 00:00:00,54,2,3,$41.01
2022-08-14 00:00:00,54,4,4,$16.7
2023-12-04 00:00:00,54,9,4,$95.81
2022-04-13 00:00:00,54,10,4,$65.2
2023-02-05 00:00:00,54,1,5,$30.52
2022-07-02 00:00:00,54,7,5,$9.55
2023-08-26 00:00:00,55,1,3,$41.21
2023-04-30 00:00:00,55,6,3,$69.9
2023-08-17 00:00:00,55,6,4,$49.44
2023-02-14 00:00:00,55,8,5,$74.71
2021-09-10 00:00:00,56,5,1,$98.69
2022-10-10 00:00:00,56,1,2,$83.33
2021-01-11 00:00:00,56,10,2,$38.8
2022-10-02 00:00:00,56,10,2,$59.26
2023-03-14 00:00:00,56,9,3,$62.94
2022-08-19 00:00:00,56,10,3,$36.09
2022-12-19 00:00:00,56,9,5,$81.55
2022-10-18 00:00:00,57,1,1,$63.32
2023-03-24 00:00:00,57,6,2,$4.6
2021-01-31 00:00:00,57,4,3,$9.8
2021-03-11 00:00:00,57,3,4,$71.55
2022-02-07 00:00:00,57,4,4,$4.99
2022-04-06 00:00:00,58,6,1,$65.43
2022-02-20 00:00:00,58,4,2,$52.83
2021-05-19 00:00:00,58,2,3,$6.87
2023-10-25 00:00:00,58,2,4,$91.19
2022-01-08 00:00:00,58,6,4,$63.81
2021-06-23 00:00:00,58,4,5,$89.84
2021-09-28 00:00:00,59,5,1,$47.7
2022-11-19 00:00:00,59,2,2,$97.43
2022-12-16 00:00:00,59,8,2,$83.07
2021-12-14 00:00:00,59,6,3,$50.04
2023-06-05 00:00:00,59,7,4,$7.05
2021-08-23 00:00:00,59,10,4,$37.56
2022-10-10 00:00:00,59,5,5,$22.27
2021-12-31 00:00:00,59,7,5,$63.82
2021-08-31 00:00:00,59,7,5,$87.6
2021-12-22 00:00:00,59,8,5,$92.56
2023-09-04 00:00:00,60,5,1,$37.07
2022-07-14 00:00:00,60,5,2,$67.2
2021-03-15 00:00:00,60,5,2,$82.64
2021-05-07 00:00:00,60,9,2,$62.91
2021-11-05 00:00:00,60,9,4,$65.62
2022-09-13 00:00:00,61,6,1,$65.58
2023-01-25 00:00:00,61,9,1,$26.17
2021-06-12 00:00:00,61,1,3,$84.22
2022-08-05 00:00:00,61,6,3,$70.73
2022-07-25 00:00:00,61,8,3,$13.54
2021-11-02 00:00:00,61,5,4,$79.83
2022-11-17 00:00:00,61,10,5,$15.44
2022-01-25 00:00:00,62,2,1,$84.44
2023-12-05 00:00:00,62,4,1,$10.16
2022-03-11 00:00:00,62,3,2,$7.46
2022-07-03 00:00:00,62,9,2,$99.66
2023-07-29 00:00:00,62,6,3,$10.28
2021-02-16 00:00:00,62,10,3,$95.13
2021-03-20 00:00:00,62,3,4,$20.62
2021-08-15 00:00:00,63,6,1,$82.56
2021-08-06 00:00:00,63,10,3,$43.38
2021-01-16 00:00:00,64,8,1,$51.8
2023-06-18 00:00:00,64,8,2,$84.85
2022-10-23 00:00:00,64,2,3,$68.93
2023-07-13 00:00:00,64,5,5,$30.85
2022-09-22 00:00:00,65,4,1,$50.34
2022-05-04 00:00:00,65,4,1,$52.65
2023-08-09 00:00:00,65,3,2,$86.66
2022-12-11 00:00:00,65,5,2,$93.1
2021-05-25 00:00:00,65,8,3,$61.51
2021-02-12 00:00:00,65,10,3,$73.28
2024-01-06 00:00:00,65,8,4,$90.41
2022-01-17 00:00:00,65,5,5,$98.2
2023-05-04 00:00:00,65,10,5,$79.51
2023-11-06 00:00:00,66,9,1,$15.79
2021-11-17 00:00:00,66,6,3,$39.68
2021-08-31 00:00:00,66,7,4,$43.59
2022-11-23 00:00:00,67,6,1,$4.2
2022-06-10 00:00:00,67,9,1,$94.16
2021-10-02 00:00:00,67,10,1,$64.85
2023-12-20 00:00:00,67,4,2,$90.34
2023-06-19 00:00:00,67,1,3,$69.91
2022-03-14 00:00:00,67,10,3,$58.13
2023-03-20 00:00:00,67,6,4,$38.74
2021-09-25 00:00:00,67,10,5,$3.88
2021-02-22 00:00:00,68,6,1,$30.01
2021-04-16 00:00:00,68,7,1,$26.61
2022-07-03 00:00:00,68,9,1,$23.04
2021-06-06 00:00:00,68,5,2,$67.91
2023-11-02 00:00:00,68,7,4,$2.71
2022-09-21 00:00:00,68,10,4,$52.77
2023-10-24 00:00:00,68,6,5,$36.94
2021-01-28 00:00:00,69,1,1,$17.75
2021-01-24 00:00:00,69,10,2,$13.54
2021-11-15 00:00:00,69,2,3,$31.32
2021-01-06 00:00:00,69,5,4,$83.64
2021-10-08 00:00:00,69,5,5,$20.08
2021-07-17 00:00:00,69,10,5,$22.78
2022-02-16 00:00:00,70,2,1,$75.94
2023-03-25 00:00:00,70,4,1,$93.48
2022-12-07 00:00:00,70,6,2,$82.47
2023-08-31 00:00:00,70,8,2,$44.02
2021-11-15 00:00:00,70,10,4,$4.6
2023-08-05 00:00:00,70,4,5,$94.57
2023-12-03 00:00:00,70,10,5,$15.45
2021-09-29 00:00:00,71,1,3,$18.8
2022-07-30 00:00:00,71,7,3,$29.89
2022-07-02 00:00:00,71,6,4,$38.39
2022-07-24 00:00:00,71,5,5,$83.65
2022-04-10 00:00:00,71,10,5,$43.96
2021-08-27 00:00:00,72,1,1,$58.67
2024-01-29 00:00:00,72,5,1,$14.94
2021-04-12 00:00:00,72,1,4,$80.4
2023-08-15 00:00:00,72,4,4,$18.37
2021-02-25 00:00:00,72,2,5,$27.37
2023-08-10 00:00:00,72,2,5,$31.69
2023-09-19 00:00:00,73,6,1,$66.02
2022-04-04 00:00:00,73,7,1,$35.96
2023-02-24 00:00:00,73,9,1,$25.55
2021-11-08 00:00:00,73,9,1,$71.23
2023-05-28 00:00:00,73,10,1,$13.32
2022-05-19 00:00:00,73,4,2,$48.22
2021-08-07 00:00:00,73,6,2,$4.42
2023-03-01 00:00:00,73,10,2,$18.59
2024-01-20 00:00:00,73,7,3,$59.48
2023-10-19 00:00:00,73,9,4,$16.57
2021-01-19 00:00:00,73,10,4,$94.93
2023-01-10 00:00:00,73,8,5,$32.32
2021-10-10 00:00:00,74,3,1,$9.96
2022-11-08 00:00:00,74,1,2,$61.39
2023-12-03 00:00:00,74,1,3,$80.79
2021-04-20 00:00:00,74,7,3,$11.75
2021-01-01 00:00:00,74,8,3,$69.35
2022-05-15 00:00:00,74,9,3,$62.44
2022-03-05 00:00:00,74,2,5,$42.24
2023-11-18 00:00:00,75,10,1,$64.18
2024-01-15 00:00:00,75,5,2,$19.51
2021-10-04 00:00:00,75,6,2,$28.21
2022-02-26 00:00:00,75,6,3,$21.88
2022-08-12 00:00:00,75,3,4,$27.21
2023-12-31 00:00:00,75,5,5,$41.39
2022-06-11 00:00:00,75,8,5,$87.98
2023-12-07 00:00:00,76,6,1,$14.9
2021-08-25 00:00:00,76,2,3,$27.96
2023-09-15 00:00:00,76,4,3,$57.11
2023-07-14 00:00:00,76,8,3,$54.44
2021-08-12 00:00:00,76,5,4,$24.61
2022-12-03 00:00:00,77,1,1,$72.88
2022-01-27 00:00:00,77,9,1,$51.08
2021-09-15 00:00:00,77,9,2,$44.52
2023-06-21 00:00:00,77,3,3,$36.05
2023-08-30 00:00:00,77,9,3,$77.78
2023-02-17 00:00:00,77,9,4,$6.12
2022-09-23 00:00:00,77,1,5,$43.19
2021-02-05 00:00:00,77,2,5,$34.39
2021-11-18 00:00:00,77,8,5,$87.85
2023-01-15 00:00:00,78,7,1,$14.35
2022-03-31 00:00:00,78,2,3,$37.47
2021-02-08 00:00:00,78,2,3,$65.37
2022-10-28 00:00:00,78,10,3,$75.31
2021-05-30 00:00:00,78,3,4,$59.33
2023-12-22 00:00:00,78,7,5,$75.45
2023-07-17 00:00:00,78,9,5,$25.41
2021-12-14 00:00:00,79,4,4,$94.97
2021-10-07 00:00:00,79,10,4,$2.48
2021-05-15 00:00:00,79,4,5,$57.13
2021-02-23 00:00:00,79,5,5,$13.14
2022-05-04 00:00:00,80,1,1,$18.15
2022-04-12 00:00:00,80,3,1,$41.87
2021-10-30 00:00:00,80,6,1,$8.51
2021-09-25 00:00:00,80,8,1,$79.82
2022-04-10 00:00:00,80,10,2,$21.39
2021-03-04 00:00:00,80,2,3,$33.58
2021-01-27 00:00:00,80,6,4,$29.36
2023-03-14 00:00:00,80,5,5,$34.87
2021-06-02 00:00:00,80,8,5,$39.53
2022-08-16 00:00:00,80,10,5,$12.95
2021-09-27 00:00:00,81,1,2,$40.05
2022-03-29 00:00:00,81,3,2,$47.36
2022-08-07 00:00:00,81,1,3,$86.96
2023-12-19 00:00:00,81,5,4,$67.2
2023-12-18 00:00:00,81,1,5,$97.09
2021-07-13 00:00:00,82,10,1,$65.35
2022-06-28 00:00:00,82,2,4,$50.11
2022-12-29 00:00:00,82,4,4,$3.27
2022-08-21 00:00:00,82,9,5,$3.38
2021-04-16 00:00:00,83,4,1,$71.4
2022-07-22 00:00:00,83,5,1,$53.59
2023-10-27 00:00:00,83,5,1,$87.36
2023-07-15 00:00:00,83,3,2,$18.85
2022-12-31 00:00:00,83,7,2,$60.88
2023-11-18 00:00:00,83,2,3,$72.44
2023-08-10 00:00:00,83,3,3,$73.97
2021-11-21 00:00:00,83,9,3,$79.96
2022-07-12 00:00:00,83,10,3,$3.34
2022-08-10 00:00:00,84,6,1,$5.46
2021-09-18 00:00:00,84,1,4,$83.33
2022-09-04 00:00:00,84,7,4,$8.2
2022-02-27 00:00:00,84,6,5,$37.86
2023-08-12 00:00:00,84,10,5,$25.8
2021-10-03 00:00:00,85,2,3,$88.06
2023-07-22 00:00:00,85,5,3,$50.33
2023-05-18 00:00:00,85,3,4,$32.67
2023-03-16 00:00:00,85,5,4,$52.93
2023-10-20 00:00:00,85,7,4,$57.76
2021-06-02 00:00:00,85,5,5,$52.95
2022-12-08 00:00:00,85,10,5,$60.44
2022-01-17 00:00:00,86,2,1,$27.16
2023-10-01 00:00:00,86,5,1,$45.83
2021-06-26 00:00:00,86,8,1,$62.89
2023-02-19 00:00:00,86,3,2,$3.66
2021-02-02 00:00:00,86,8,2,$19.72
2023-04-14 00:00:00,86,5,5,$75.06
2021-03-20 00:00:00,86,6,5,$9.41
2023-06-30 00:00:00,87,6,1,$63.64
2022-02-01 00:00:00,87,1,2,$3.34
2021-03-09 00:00:00,88,9,3,$87.34
2021-02-25 00:00:00,88,10,3,$68.75
2021-11-13 00:00:00,88,2,5,$9.75
2022-10-29 00:00:00,89,3,1,$74.61
2022-09-13 00:00:00,89,1,3,$83.08
2022-03-12 00:00:00,89,9,3,$35.46
2023-07-21 00:00:00,89,2,5,$9.34
2021-07-26 00:00:00,89,5,5,$12.88
2021-07-01 00:00:00,90,9,2,$5.65
2023-02-08 00:00:00,90,9,2,$98.55
2021-02-01 00:00:00,90,3,3,$86.84
2024-01-11 00:00:00,90,3,4,$81.06
2023-06-05 00:00:00,90,1,5,$3.53
2021-04-03 00:00:00,90,6,5,$69.29
2023-01-08 00:00:00,90,8,5,$55.34
2023-10-28 00:00:00,91,6,1,$86.23
2023-11-19 00:00:00,91,8,1,$90.88
2022-07-04 00:00:00,91,10,3,$15.57
2023-12-18 00:00:00,91,9,4,$2.03
2021-09-15 00:00:00,91,5,5,$21.6
2023-09-01 00:00:00,91,6,5,$47.04
2021-09-11 00:00:00,92,4,1,$63.33
2023-01-30 00:00:00,92,1,2,$13.84
2023-09-12 00:00:00,92,7,2,$19.72
2023-01-04 00:00:00,92,1,3,$79.52
2021-09-10 00:00:00,92,8,3,$94.66
2021-09-30 00:00:00,92,9,4,$1.46
2023-04-04 00:00:00,92,9,4,$26.65
2022-07-27 00:00:00,92,7,5,$26.82
2022-01-02 00:00:00,93,2,1,$7.53
2023-02-04 00:00:00,93,3,1,$50.49
2022-10-17 00:00:00,93,7,1,$80.08
2022-08-18 00:00:00,93,10,1,$23.29
2022-08-19 00:00:00,93,4,3,$42.77
2022-10-19 00:00:00,93,2,4,$11.62
2021-10-22 00:00:00,93,8,5,$23.55
2023-04-07 00:00:00,94,2,2,$10.55
2022-05-13 00:00:00,94,4,2,$24.43
2021-04-18 00:00:00,94,5,2,$46.93
2021-12-26 00:00:00,94,10,2,$97.01
2023-08-06 00:00:00,94,4,3,$63.77
2023-09-13 00:00:00,94,3,4,$72.03
2023-03-27 00:00:00,94,7,4,$55.5
2021-02-07 00:00:00,94,10,4,$60.74
2022-02-22 00:00:00,95,1,1,$73.07
2022-10-14 00:00:00,95,9,2,$37.26
2021-09-04 00:00:00,95,7,3,$46.43
2021-05-03 00:00:00,95,8,4,$16.15
2023-03-30 00:00:00,95,4,5,$41.76
2022-12-13 00:00:00,96,2,1,$68.24
2022-07-03 00:00:00,96,9,2,$86.3
2021-08-26 00:00:00,96,8,3,$17.12
2023-07-03 00:00:00,96,9,3,$68.71
